Front,Back,Tags,Deck,Card_Type,Priority,Source_Reference,GUID
The interpretation rule's sub-rule (1)(w):{{c1::Qualifying Service}}means service that{{c2::counts for pension}}under Chapter{{c3::III}}.,"<b>Rule:</b> QS thresholds: 1y (family pension gateway), 5y (gratuity), 10y (pension), 18y (verification clock), 20y (VR), 30y (premature).<br><br><b>Hinglish:</b> QS = pension ke kaam ki service; 1-5-10-18-20-30 yaad rakho.<br><br><b>Ref:</b> Rule 3(1)(w); Rules 11-30; Rule 3(1)",CCS_Pension Rule_03_1_w Definition Qualifying_Service CCS_Pension::Rule_03 Priority::Critical CCS_Pension::Rule_03_1_w,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,CRITICAL,Rule 3(1)(w),CCS21-ac24b6fb
The interpretation rule's sub-rule (1)(x):{{c1::Retirement Benefits}}includes{{c2::pension/family pension/gratuity}}taken together.,"<b>Rule:</b> Umbrella term used in withholding, forfeiture (the PSU-absorption rule's sub-rule (29)), absorption options.<br><br><b>Hinglish:</b> Retirement benefits = pension + gratuity sab kuch ek saath.<br><br><b>Ref:</b> Rule 3(1)(x); Rule 3(1); Rule 37(29)(c); Rule 7; Rule 8; Rule 3(c)",CCS_Pension Rule_03_1_x Definition CCS_Pension::Rule_03 Priority::Medium CCS_Pension::Rule_03_1_x,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,MEDIUM,Rule 3(1)(x),CCS21-86a71646
"The interpretation rule's sub-rule (1)(y):{{c1::Service Book}}— why is it the backbone of Chapters III, X, XI?","<b>Rule:</b> Definite entries prove QS (leave, suspension, condonation, nomination, calendar/record-verification/FP-settlement verification); unverified entries have deemed-verified fallbacks.<br><br><b>Hinglish:</b> Service Book = sabooton ki kitaab; entry nahi to deeming provisions bachati hain.<br><br><b>Ref:</b> Rule 3(1)(y); Rule 3(1); Rule 21; Rule 23; Rule 28; Rule 46; Rule 73; Rule 57; Rule 72",CCS_Pension Rule_03_1_y Definition CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_y,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 3(1)(y),CCS21-1d64918f
The interpretation rule's sub-rule (1)(z):{{c1::Treasury}}{{c2::includes a Sub-Treasury}}.,<b>Rule:</b> Express inclusive definition — Sub-Treasury is Treasury for payment machinery (the satellite-application rule Treasury Rules).<br><br><b>Hinglish:</b> Treasury bole to Sub-Treasury bhi andar.<br><br><b>Ref:</b> Rule 3(1)(z); Rule 3(1); Rule 84,CCS_Pension Rule_03_1_z Definition CCS_Pension::Rule_03 Priority::Medium CCS_Pension::Rule_03_1_z,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,MEDIUM,Rule 3(1)(z),CCS21-5ee6bf4b
"The interpretation rule's sub-rule (2) residual dictionary: undefined words take meaning from the{{c1::Fundamental Rules 1922}}, NOT the{{c2::General Clauses Act}}.",<b>Rule:</b> FR 1922 is the fallback lexicon for these Rules.<br><br><b>Hinglish:</b> Shabd na mile to FR 1922 dekho — GCA nahi.<br><br><b>Trap:</b> GCA is the tempting wrong answer.<br><br><b>Ref:</b> Rule 3(2),CCS_Pension Rule_03_2 Definition Exam_Trap CCS_Pension::Rule_03 Priority::Critical CCS_Pension::Rule_03_2,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,CRITICAL,Rule 3(2),CCS21-648d01c4
The transfer-election rule's sub-rule (1): transfer cases are regulated with a{{c1::6-month election window}}under the proviso — explain.,"<b>Rule:</b> On transfer to a post under different pension terms, the servant elects within 6 months (proviso); the transfer-election rule's sub-rule –transfer-election give the processing frame.<br><br><b>Hinglish:</b> Transfer par 6 mahine me chunav karo — kaunsi pension-terms chahiye.<br><br><b>Ref:</b> Rule 4(1) proviso; Rule 4(2), 4(3); Rule 4(1); Rule 4(3); Rule 4(2)",CCS_Pension Rule_04 Election Timeline CCS_Pension::Rule_04 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,"Rule 4(1), 4(2), 4(3)",CCS21-bfb2fedb
The single-pension rule's sub-rule (1): a Government servant shall NOT earn{{c1::two pensions}}in the same service — state the bar.,"<b>Rule:</b> One service = one pension; exceptions only via the civil-return rule or 20 (re-employment counting).<br><br><b>Hinglish:</b> Ek naukri = ek pension; doosri pension sirf Rule civil-return/military-counting se.<br><br><b>Ref:</b> Rule 6(1), 6(2); Rule 6(1); Rule 19; Rule 20",CCS_Pension Rule_06 Proviso CCS_Pension::Rule_06 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 6(1),CCS21-f622f137
"The conduct rule's sub-rule (1)(b): pension/gratuity may be withheld for{{c1::serious crime / grave misconduct}}— who decides, and with what consultation?","<b>Rule:</b> The PRESIDENT decides; UPSC consultation required; show-cause notice 15 days + further 15 days on representation (15+15).<br><br><b>Hinglish:</b> Gambhir apradh/ghor durachar me Rashtrapati rok sakte hain — UPSC se poochh kar, 15+15 din ka notice dekar.<br><br><b>Ref:</b> Rule 7(1)(b); Rule 7(1)",CCS_Pension Rule_07 Procedure Timeline CCS_Pension::Rule_07 Priority::Critical,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,CRITICAL,Rule 7(1)(b),CCS21-bb5287f3
"Compare the conduct rule vs the proceedings rule in one line each: trigger, authority, consultation.","<b>Rule:</b> the conduct rule = post-retirement CONDUCT finding route (President + UPSC, 15+temporary-status notice). the proceedings rule (2022 rewrite) = departmental/judicial PROCEEDINGS route with 3 authorities (President / Secretary / C&amp;AG) — UPSC only where President is appointing authority.<br><br><b>Hinglish:</b> the conduct rule = acharan par Rashtrapati+UPSC; the proceedings rule = karyavahi par 3 adhikari, UPSC sirf Rashtrapati-wale cases me.<br><br><b>Ref:</b> Rules 7, 8; DoPPW OM 10.04.2023; Rule 7; Rule 8; Rule 15",CCS_Pension Rule_07 Rule_08 Comparison CCS_Pension::Rule_07 Priority::Critical,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Basic,CRITICAL,Rule 7; Rule 8,CCS21-a0ae3a7f
"The proceedings rule's sub-rule (1) as rewritten by G.S.R. 770(E)/2022 vests withholding power in{{c1::(a) President}},{{c2::(b) Secretary of the Administrative Ministry/Department}},{{c3::(c) C&amp;AG}}— mapped by WHAT?","<b>Rule:</b> Mapped by APPOINTING AUTHORITY of the post held at retirement: President's appointees → President; others → Secretary; IA&amp;AD (subordinate appointing authority) → C&amp;AG.<br><br><b>Hinglish:</b> Niyukti adhikari jo, faisla adhikari wahi — President/Secretary/C&amp;AG.<br><br><b>Ref:</b> Rule 8(1)(a)-(c); Rule 8(1)",CCS_Pension Rule_08_1 Amendment CCS_Pension::Rule_08 Priority::Critical CCS_Pension::Rule_08_1,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,CRITICAL,Rule 8(1) as amended by G.S.R. 770(E),CCS21-47b4a96c
"The proceedings rule's sub-rule (1) First Proviso requires{{c1::UPSC consultation}}for{{c2::President's}}orders; Second Proviso sets part-withholding floor at{{c3::minimum pension (Rs 9,000)}}.","<b>Rule:</b> UPSC only for President-route orders; part withholding can never sink pension below the floor.<br><br><b>Hinglish:</b> UPSC sirf Rashtrapati-order me; kaat-chaant ke baad bhi Rs 9,000 se kam nahi.<br><br><b>Ref:</b> Rule 8(1) provisos; Rule 8(1); Rule 44",CCS_Pension Rule_08_1 Proviso Floor CCS_Pension::Rule_08 Priority::Critical CCS_Pension::Rule_08_1,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,CRITICAL,Rule 8(1) First and Second Provisos,CCS21-5f668564
The proceedings rule's sub-rule (2)(a) proviso (2022 substitution): proceedings instituted by a{{c1::subordinate authority}}are deemed instituted by the{{c2::appointing authority}}.,<b>Rule:</b> Deeming fiction saves pre-retirement proceedings started below appointing-authority level.<br><br><b>Hinglish:</b> Chhote adhikari ne shuru ki to bhi bade ke naam maani jaayegi.<br><br><b>Ref:</b> Rule 8(2)(a) proviso; Rule 8(2),CCS_Pension Rule_08_2 Amendment Proviso CCS_Pension::Rule_08 Priority::High CCS_Pension::Rule_08_2,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 8(2)(a) proviso as amended by G.S.R. 770(E),CCS21-0cc41d6c
"New appellate clause: first,{{c1::no appeal}}against the President's order; second, appeal lies to the{{c2::President}}against Secretary/C&amp;AG orders, with{{c3::UPSC consultation}}.",<b>Rule:</b> President is both first authority (own appointees) and appellate authority (others' orders).<br><br><b>Hinglish:</b> Rashtrapati ke order par appeal nahi; Secretary/C&amp;AG ke order par appeal Rashtrapati ko + UPSC.<br><br><b>Ref:</b> Rule 8(6A),CCS_Pension Rule_08_6A Amendment CCS_Pension::Rule_08 Priority::High CCS_Pension::Rule_08_6A,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 8(6A) inserted by G.S.R. 770(E),CCS21-3b211943
The proceedings rule authority flowchart: a Deputy Secretary (appointing authority: President) vs an LDC (appointing authority: HoO) vs an IA&amp;AD auditor — who decides withholding?,"<b>Rule:</b> Dy Secy → President (+UPSC). LDC → Secretary of Administrative Ministry (no UPSC). IA&amp;AD auditor → C&amp;AG (no UPSC). Pre-2022, ALL went to President.<br><br><b>Hinglish:</b> Bada adhikari → Rashtrapati; chhota → Secretary; Audit wala → C&amp;AG.<br><br><b>Ref:</b> Rule 8(1); DoPPW OM 10.04.2023; Rule 8",CCS_Pension Rule_08_1 Flowchart Scenario CCS_Pension::Rule_08 Priority::Critical CCS_Pension::Rule_08_1,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Basic,CRITICAL,Rule 8(1); Worked Example 12,CCS21-fee96ffe
DoPPW transitional rule (OM 10.04.2023): case ALREADY submitted to President vs report NOT yet submitted — where is each decided?,"<b>Rule:</b> Submitted to President at any stage → President decides (+UPSC). Report not yet submitted → Secretary/C&amp;AG decides, NO UPSC, no need to send to President.<br><br><b>Hinglish:</b> Rashtrapati tak pahunch gaya to wahi faisla; nahi pahuncha to Secretary/C&amp;AG nipta dein.<br><br><b>Ref:</b> DoPPW OM 10.04.2023",CCS_Pension Rule_08_1 GID Amendment CCS_Pension::Rule_08 Priority::High CCS_Pension::Rule_08_1,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Basic,HIGH,DoPPW OM F.No.38/41/19-P&PW(A) dt. 10.04.2023,CCS21-01f1b117
Military Counting vs Military Counting: the single biggest shift?,<b>Rule:</b> BEFORE: President decided ALL withholding cases (+UPSC always). AFTER: only President-appointee cases need President+UPSC; Secretary/C&amp;AG decide the rest without UPSC.<br><br><b>Hinglish:</b> Pehle sab Rashtrapati; ab chhote cases Secretary/C&amp;AG — tez faisla.<br><br><b>Ref:</b> Rule 8 pre/post G.S.R. 770(E); Rule 20-2022,CCS_Pension Rule_08_1 Comparison CCS_Pension::Rule_08 Priority::Low Category::Historical CCS_Pension::Rule_08_1,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Basic,LOW,Rule 8 pre-2022 vs post-2022,CCS21-ebfb112d
"The commercial-employment rule's sub-rule (1): Group A officers need{{c1::prior sanction}}for{{c2::commercial employment}}within{{c3::1 year}}of retirement, applied in{{c4::Form 1}}.",<b>Rule:</b> 1-year cooling applies ONLY to Group A; LPR/refused-leave cases covered by proviso; negotiating during service without sanction needs special-reasons ban compliance.<br><br><b>Hinglish:</b> Group A ek saal tak bina permission company me nahi; Form 1 bharo.<br><br><b>Ref:</b> Rule 9(1),CCS_Pension Rule_09 Procedure Timeline Form CCS_Pension::Rule_09 Priority::Critical,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,CRITICAL,Rule 9(1),CCS21-c32904b0
The commercial-employment rule's sub-rule (7): representation against refusal lies within{{c1::30 days}}(NOT 15). commercial-employment penalty:{{c2::pension for the period of such employment}}is withheld.,"<b>Rule:</b> 30-day representation (contrast the conduct rule's 15+15); breach costs that spell's pension — 'us employment ki avadhi ki pension'.<br><br><b>Hinglish:</b> Mana kiya to 30 din me appeal; bina permission naukri ki to us dauran ki pension gayi.<br><br><b>Trap:</b> 30 days, not 15.<br><br><b>Ref:</b> Rule 9(7), 9(8); Rule 9(7); Rule 9(8); Rule 7",CCS_Pension Rule_09 Timeline Exam_Trap CCS_Pension::Rule_09 Priority::Critical,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,CRITICAL,"Rule 9(7), 9(8)",CCS21-04705219
"Compare the commercial-employment rule vs foreign-government across employer, cooling period, Form, and scope.","<b>Rule:</b> the commercial-employment rule = COMMERCIAL employment, Group A, 1-year cooling, Form 1. the foreign-government rule = FOREIGN GOVT employment, all groups implied, NO time limit, NO Form. Both need prior sanction/permission; both punish breach with pension cut.<br><br><b>Hinglish:</b> Company-1saal-Form1 vs VideshSarkar-hamesha-binaForm.<br><br><b>Ref:</b> Rules 9, 10; Rule 10; Rule 9",CCS_Pension Rule_09 Rule_10 Comparison CCS_Pension::Rule_09 Priority::Critical,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Basic,CRITICAL,Rule 9; Rule 10,CCS21-87329435
The qualifying-service rule: qualifying service begins from{{c1::taking charge of the first post}}— with which 2 provisos and 1 exception?,<b>Rule:</b> P1: officiating/temporary service followed by substantive appointment counts. P2: no service before age 18 counts. Exception: military counting counting.<br><br><b>Hinglish:</b> Pehle post ka charge = shuruaat; 18 se pehle ka zero; officiating→substantive judta hai.<br><br><b>Ref:</b> Rule 11; Rule 20,CCS_Pension Rule_11 Qualifying_Service Proviso CCS_Pension::Rule_11 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Cloze,HIGH,Rule 11,CCS21-60dd9f19
The qualifying-service rule's Second Proviso: service before age{{c1::18 years}}does NOT count — but verification timeline clock ALSO starts at{{c2::18 years}}of service. Avoid the confusion.,"<b>Rule:</b> 18 YEARS OF AGE (the qualifying-service rule floor) vs 18 YEARS OF SERVICE (verification trigger) — same number, different units.<br><br><b>Hinglish:</b> 18 saal UMAR vs 18 saal NAUKRI — sankhya ek, matlab alag.<br><br><b>Trap:</b> Units trap.<br><br><b>Ref:</b> Rule 11; Rule 30(1); Rule 30",CCS_Pension Rule_11 Rule_30 Near_Miss Exam_Trap CCS_Pension::Rule_11 Priority::Critical,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Cloze,CRITICAL,Rule 11 Second Proviso; Rule 30(1),CCS21-00074462
The paid-service rule: service counts only if the servant performed{{c1::duties AND drew pay}}— state the Explanation's funding test.,<b>Rule:</b> Service under Government + paid from Consolidated Fund of India / Govt-administered Local Fund; non-contributory-scheme service excluded unless Government orders otherwise (override).<br><br><b>Hinglish:</b> Kaam + tankhvah dono; paisa Sarkari khazane se; non-contributory scheme bahar (Sarkar chahe to andar).<br><br><b>Ref:</b> Rule 12,CCS_Pension Rule_12 Qualifying_Service Explanation CCS_Pension::Rule_12 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Cloze,HIGH,Rule 12,CCS21-8cb87b24
The State-transfer rule's sub-rule (1):{{c1::permanent transfer}}to State service preserves counting; the State-transfer rule's sub-rule (3):{{c2::Central Government bears}}the pension liability.,"<b>Rule:</b> Centre-to-State permanent transferees keep QS; Centre pays (liability allocation rule).<br><br><b>Hinglish:</b> Rajya me pakke transfer par service bachi; kharcha Kendra dega.<br><br><b>Ref:</b> Rule 13(1), 13(3); Rule 13(1); Rule 13(3)",CCS_Pension Rule_13 Qualifying_Service CCS_Pension::Rule_13 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Cloze,HIGH,"Rule 13(1), 13(3)",CCS21-6bd5a94f
The PSU-counting rule's sub-rule (1)all 4 clauses: counting PSU-era service needs which 4 conditions?,"<b>Rule:</b> prior Govt service linkage proper-channel absorption/permission lump-sum refund (pension/service gratuity + retirement gratuity) commutation under CCS (Commutation) Rules 1981 Table. the PSU-counting rule's sub-rule: PSU exclusion fence.<br><br><b>Hinglish:</b> Link + permission + paisa wapas + 1981 Table = PSU service gini.<br><br><b>Ref:</b> Rule 14(1)(a)-(d), 14(3); Rule 14(1); Rule 14(a)-(d); Rule 14(3); Rule 14(a); Rule 14(b); Rule 14(c); Rule 14(d)",CCS_Pension Rule_14 Qualifying_Service PSU CCS_Pension::Rule_14 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Basic,HIGH,Rule 14(1)(a)-(d),CCS21-f5c6714e
The PSU-counting rule's sub-rule (1)(c) lump sum ={{c1::pension/service gratuity + retirement gratuity}}already drawn; PSU-counting commutation follows the{{c2::1981 Table}}.,"<b>Rule:</b> Refund what you took; commute only per CCS (Commutation of Pension) Rules 1981 Table.<br><br><b>Hinglish:</b> Jo liya wapas karo; commutation 1981 Table se.<br><br><b>Ref:</b> Rule 14(1)(c), 14(1)(d); Rule 14(1)",CCS_Pension Rule_14 PSU CCS_Pension::Rule_14 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Cloze,HIGH,"Rule 14(1)(c), 14(1)(d)",CCS21-17a98a75
"The temporary-status rule: regularised{{c1::temporary-status}}(Casual Labourers Scheme 1993, DoPT) service counts at{{c2::family-pension per cent}}.",<b>Rule:</b> Only REGULARISATION unlocks the 50%; casual spell itself never counts directly.<br><br><b>Hinglish:</b> Regular ho gaye to aadhi service mili — Casual Labourers Scheme 1993 walo ko.<br><br><b>Ref:</b> Rule 15; Rule 2 Expl.4; Rule 50,CCS_Pension Rule_15 Qualifying_Service Threshold CCS_Pension::Rule_15 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Cloze,HIGH,Rule 15,CCS21-324d0d4a
The probation rule:{{c1::probation}}against a post counts once followed by{{c2::confirmation}}(same or another post).,<b>Rule:</b> Probation + confirmation = qualifying; unconfirmed probation dangling alone is the risk case.<br><br><b>Hinglish:</b> Pariksha-kaalin service pakki niyukti ke saath gini.<br><br><b>Ref:</b> Rule 16,CCS_Pension Rule_16 Qualifying_Service CCS_Pension::Rule_16 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Cloze,HIGH,Rule 16,CCS21-245187d1
The apprenticeship rule:{{c1::apprentice}}service is EXCLUDED — except{{c2::SAS apprentices of IA&amp;AD / DAD only}}.,<b>Rule:</b> General apprentice ban; narrow SAS (Subordinate Accounts Service) exception in audit/defence accounts.<br><br><b>Hinglish:</b> Apprentice bahar — sirf Audit/Defence Accounts ke SAS apprentice andar.<br><br><b>Ref:</b> Rule 17,CCS_Pension Rule_17 Exception CCS_Pension::Rule_17 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Cloze,HIGH,Rule 17,CCS21-b4701915
The contract-service rule's sub-rule (i): contract appointment{{c1::on or before 31.12.2003}}can count; the contract-service rule's sub-rule (ii):{{c2::CPF Government contribution}}must be refunded (cumulative).,"<b>Rule:</b> Pre-cutoff contract service is countable; CPF employer money comes back with accumulations.<br><br><b>Hinglish:</b> 2003 tak ka contract gina; CPF ka Sarkari hissa byaaj samet wapas.<br><br><b>Trap:</b> Previous SANCTION vs previous KNOWLEDGE — sanction is the load-bearing word.<br><br><b>Ref:</b> Rule 18(i), 18(ii); Rule 18(i); Rule 18(ii)",CCS_Pension Rule_18 Qualifying_Service Exam_Trap CCS_Pension::Rule_18 Priority::High,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,Cloze,HIGH,"Rule 18(i), 18(ii)",CCS21-9f185d45
